Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL IMACO,31003441,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GONCALVES DIAS, 1180 BOA VIAGEM. 30140-096 Belo Horizonte - MG.",(31) 32777763,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.93103333,-43.93569
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ADAUTO LUCIO CARDOSO,31003450,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ERNESTO GAZZOLLI, 164 CEU AZUL. 31580-160 Belo Horizonte - MG.",(31) 32777302,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.81608,-43.99822
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL GRACY VIANNA LAGE,31003468,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO SOARES LEAL, 23 JARDIM DOS COMERCIARIOS. 31650-230 Belo Horizonte - MG.",(31) 32775567,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.78919397,-43.97143495
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANTONIA FERREIRA,31003476,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO GUALBERTO DE ABREU, 00010 SAO JOAO BATISTA. 31510-480 Belo Horizonte - MG.",(31) 32775420,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.81867333,-43.962265
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HILDA RABELLO MATTA,31003484,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOVENTINA DA ROCHA, 72 HELIOPOLIS. 31741-450 Belo Horizonte - MG.",(31) 32777408,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.84462932,-43.93433445
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ANTONIO GOMES HORTA,31003492,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO JOSE DE OLIVEIRA, 161 MINASCAIXA. 31610-300 Belo Horizonte - MG.",(31) 32775422,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.8119035,-43.95547388
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JOAQUIM DOS SANTOS,31003506,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO JOSE DOS SANTOS, 00300 CEU AZUL. 31580-000 Belo Horizonte - MG.",(31) 32777305,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.82557,-43.99604
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CONEGO RAIMUNDO TRINDADE,31003514,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BRODOSQUI, 51 PIRATININGA. 31573-050 Belo Horizonte - MG.",(31) 987429066,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.80607,-43.98885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JOSEFINA SOUZA LIMA,31003522,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA ORTIZ, 195 MINASLANDIA. 31810-310 Belo Horizonte - MG.",(31) 32776764,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.85638726,-43.93095606
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CONSUL ANTONIO CADAR,31003531,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PARNAIBA, 21 MINASLANDIA. 31812-280 Belo Horizonte - MG.",(31) 32776777,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.85061,-43.92718
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JOSE MADUREIRA HORTA,31003549,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAQUIM RAYMUNDO BRAGA, 00040 SANTA AMELIA. 31555-380 Belo Horizonte - MG.",(31) 32777849,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.83577,-43.97981
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL CORA CORALINA,31003557,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LISBOA, 00054 COPACABANA. 31550-130 Belo Horizonte - MG.",(31) 32777307,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.83581,-43.99033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JOSE MARIA ALKMIM,31003565,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BENIGNO FAGUNDES DA SILVA, 33 SERRA VERDE. 31630-070 Belo Horizonte - MG.",(31) 32775489,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.79823223,-43.95429287
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DESEMBARGADOR LORETO RIBEIRO DE ABREU,31003573,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARCOS DONATO DE LIMA, 520 RIBEIRO DE ABREU. 31872-410 Belo Horizonte - MG.",(31) 32776663,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.81771649,-43.90197347
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL LIDIA ANGELICA,31003581,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CORONEL INDIO DO BRASIL, 64 ITAPOA. 31710-640 Belo Horizonte - MG.",(31) 32777322,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.83855166,-43.95835734
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DORA TOMICH LAENDER,31003590,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JULITA NUNES LIMA, 53 CONJUNTO MINASCAIXA. 31615-140 Belo Horizonte - MG.",(31) 32775555,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.80610667,-43.959425
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MARIA SILVEIRA,31003603,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LIBANIA PENA, 201 SAO BERNARDO. 31741-318 Belo Horizonte - MG.",(31) 32777406,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.84772473,-43.9444964
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL ELISA BUZELIN,31003611,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JAIR AFONSO INACIO, 00277 PIRATININGA. 31570-430 Belo Horizonte - MG.",(31) 32775576,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.80501948,-43.98274515
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MARIO MOURAO FILHO,31003620,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA GERTRUDES SANTOS, 01029 CEU AZUL. 31578-300 Belo Horizonte - MG.",(31) 32775594,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.81228667,-44.00422
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL FRANCISCO CAMPOS,31003638,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HERALDO BELISARIO, 190 TUPI A. 31842-290 Belo Horizonte - MG.",(31) 32776775,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.8346,-43.92272
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MILTON CAMPOS,31003646,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOVINO RODRIGUES PEGO, 195 MANTIQUEIRA. 31660-250 Belo Horizonte - MG.",(31) 32775581,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.79643243,-43.98475915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MINERVINA AUGUSTA,31003662,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DAVID CANABARRO, 00018 CAMPO ALEGRE. 31730-200 Belo Horizonte - MG.",(31) 32777340,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.82964109,-43.94696747
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MOYSES KALIL,31003671,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AFONSO PEREIRA DA SILVA, 00010 MANTIQUEIRA. 31655-010 Belo Horizonte - MG.",(31) 32775580,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.78987326,-43.98211632
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES,31003689,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RADIALISTA JOAQUIM DA FONSECA, 00045 CEU AZUL. 31578-590 Belo Horizonte - MG.",(31) 32775585,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.8183444,-44.00249569
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA ACIDALIA LOTT,31003697,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO MARIANO DE ABREU, 1231 PAULO VI. 31995-000 Belo Horizonte - MG.",(31) 32776691,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.83467298,-43.8905438
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA CONSUELITA CANDIDA,31003701,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOM SILVERIO GOMES PIMENTA, 301 BELMONTE. 31870-750 Belo Horizonte - MG.",(31) 32776799,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.84513376,-43.89980456
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA HELENA ABDALLA,31003719,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ARNALDO LOURENCO, 602 POUSADA SANTO ANTONIO. 31970-190 Belo Horizonte - MG.",(31) 32776748,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.85785082,-43.88349661
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE,31003727,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RADIALISTA JOSE JUNQUILHO, 100 CEU AZUL. 31585-020 Belo Horizonte - MG.",(31) 32777309,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.82511505,-44.0042962
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR MILTON LAGE,31003735,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAGIBA MIRANDA RABELO, 70 VILA MARIA. 31975-350 Belo Horizonte - MG.",(31) 32776797,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.85163343,-43.88490427
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR MOACYR ANDRADE,31003743,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS CACADORES, 93 LAGOA. 31575-320 Belo Horizonte - MG.",(31) 32775510,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.80759748,-43.99702262
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR PEDRO GUERRA,31003751,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO FERREIRA DA SILVA, 00230 MANTIQUEIRA. 31680-050 Belo Horizonte - MG.",(31) 32775514,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.80234833,-43.98770333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DEPUTADO RENATO AZEREDO,31003760,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AGUA, 240 MARIA HELENA. 31680-430 Belo Horizonte - MG.",(31) 32775574,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.79645665,-43.99231612
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SEBASTIANA NOVAIS,31003778,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANITA MALFATTI, 60 TUPI B. 31844-000 Belo Horizonte - MG.",(31) 988352299,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.84205,-43.91928
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SECRETARIO HUMBERTO ALMEIDA,31003786,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"TRV SERRA DO ITATIAIA, 03 RIBEIRO DE ABREU. 31872-403 Belo Horizonte - MG.",(31) 32776667,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.82219,-43.90259
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL TANCREDO PHIDEAS GUIMARAES,31003794,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SATURNO, 400 PARQUE SAO PEDRO. 31610-220 Belo Horizonte - MG.",(31) 32775425,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.81469632,-43.95023272
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL TRISTAO DA CUNHA,31003808,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOUTOR JOSE FEROLLA, 00080 PLANALTO. 31730-680 Belo Horizonte - MG.",(31) 32777342,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.83753,-43.94308
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL VICENTE GUIMARAES,31003816,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA IZAURA PEREIRA ALMEIDA, 00110 LETICIA. 31570-360 Belo Horizonte - MG.",(31) 32775593,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atividade Complementar,-19.80962,-43.98019
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL GERALDO TEIXEIRA DA COSTA,31003824,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARCIO LIMA PAIXAO, 00009 RIO BRANCO. 31535-090 Belo Horizonte - MG.",(31) 32771840,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.81515,-43.97632
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR LOURENCO DE OLIVEIRA,31005291,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO GOTARDO, 321 SANTA TEREZA. 31010-400 Belo Horizonte - MG.",(31) 32775774,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.91330973,-43.91113889
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UFMG - TEATRO UNIVERSITARIO,31007643,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PRESIDENTE ANTONIO CARLOS, 6627 PAMPULHA. 31270-901 Belo Horizonte - MG.",(31) 34097468,Federal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,-19.86264115,-43.96006249
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA DA GLORIA LOMMEZ,31205681,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARMO DO RIO CLARO, 145 PEDREIRA PRADO LOPES. 31210-680 Belo Horizonte - MG.",(31) 988883254,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.90371,-43.950195
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL IGNACIO DE ANDRADE MELO,31205699,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VIOLETA DE MELO, 1005 JARDIM SAO JOSE. 30820-650 Belo Horizonte - MG.",(31) 32777246,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.90055,-43.99811
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA SALES FERREIRA,31205702,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DAS CANOAS, 150 BETANIA. 30590-232 Belo Horizonte - MG.",(31) 32779165,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.95953,-43.99298
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR TABAJARA PEDROSO,31206521,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GERALDO ANUNCIACAO, 45 RIO BRANCO. 31535-504 Belo Horizonte - MG.",(31) 32775426,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.81198723,-43.97930922
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VEREADOR ANTONIO MENEZES,31206539,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LUIZ FURTADO FILHO, 10 LETICIA. 31570-220 Belo Horizonte - MG.",(31) 32775591,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.80854,-43.97894
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL HENRIQUETA LISBOA,31212768,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GEORGINA PADUA, 297 PENHA. 31920-270 Belo Horizonte - MG.",(31) 32775655,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.87437911,-43.91412439
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DULCE MARIA HOMEM,31212776,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TRES MARIAS, 00221 MIRAMAR. 30644-030 Belo Horizonte - MG.",(31) 32775945,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.99476763,-44.01268786
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL PROFESSOR EDSON PISANI,31212784,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NOSSA SENHORA DE FATIMA, 1015 NOSSA SENHORA DE FATIMA. 30230-000 Belo Horizonte - MG.",(31) 32775257,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.93809739,-43.90781928
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL JARDIM FELICIDADE,31212792,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA QUARENTA E SETE A, 250 JARDIM FELICIDADE. 31742-420 Belo Horizonte - MG.",(31) 32776779,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.82396777,-43.93087344
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,31217786,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FORTUNATO BRUNO DINIZ, 40 LINDEIA. 30690-700 Belo Horizonte - MG.",(31) 32775847,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-19.97711124,-44.05795209
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL MARLENE PEREIRA RANCANTE,31217794,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS COMERCIANTES, 00038 ALIPIO DE MELO. 30840-040 Belo Horizonte - MG.",(31) 32777166,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",-19.89649358,-44.00195086
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,ESCOLA MUNICIPAL SANTO ANTONIO,31217808,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARANGOLA, 00288 2º ANDAR. SANTO ANTONIO. 30330-240 Belo Horizonte - MG.",(31) 32778584,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.94106466,-43.94274021
